towerId,towerName,stageId,stageLabel,tierA,tierB,map,difficulty,won,finalWave,targetWaves,progressPct,livesLeft,startingLives,corePct,leaks,cashEarned,towersBuilt,totalDamage,firstLeakWave,worstWave,worstPressure
drone,Drone Carrier,a6b4,A6+B4,6,4,orbital,normal,false,12,60,0.2,0,120,0,121,1470,1,816,4,12,1
drone,Drone Carrier,a4b6,A4+B6,4,6,orbital,normal,false,11,60,0.1833,0,120,0,120,1357,1,770,3,11,1
emp,EMP Spire,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,2,0,1,6,1
emp,EMP Spire,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
emp,EMP Spire,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
cantor,Starlight Cantor,base,Base,0,0,orbital,normal,false,8,60,0.1333,0,120,0,122,577,1,260,2,8,1
cantor,Starlight Cantor,a2,A2,2,0,orbital,normal,false,8,60,0.1333,0,120,0,120,580,1,280,2,8,1
cantor,Starlight Cantor,b2,B2,0,2,orbital,normal,false,8,60,0.1333,0,120,0,120,594,1,285,2,8,1
cantor,Starlight Cantor,a4,A4,4,0,orbital,normal,false,8,60,0.1333,0,120,0,121,578,1,280,2,8,1
cantor,Starlight Cantor,b4,B4,0,4,orbital,normal,false,8,60,0.1333,0,120,0,121,592,1,283,2,8,1
cantor,Starlight Cantor,split44,Split 4/4,4,4,orbital,normal,false,8,60,0.1333,0,120,0,122,602,1,293,2,8,1
cantor,Starlight Cantor,a6,A6,6,0,orbital,normal,false,8,60,0.1333,0,120,0,121,578,1,280,2,8,1
cantor,Starlight Cantor,b6,B6,0,6,orbital,normal,false,8,60,0.1333,0,120,0,121,596,1,285,2,8,1
cantor,Starlight Cantor,a6b4,A6+B4,6,4,orbital,normal,false,8,60,0.1333,0,120,0,121,605,1,293,2,8,1
cantor,Starlight Cantor,a4b6,A4+B6,4,6,orbital,normal,false,8,60,0.1333,0,120,0,121,605,1,291,2,8,1
prismarr,Prism Array,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
prismarr,Prism Array,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
locust,Locust Shrine,base,Base,0,0,orbital,normal,false,14,60,0.2333,0,120,0,120,2131,3,0,1,14,1
locust,Locust Shrine,a2,A2,2,0,orbital,normal,false,12,60,0.2,0,120,0,120,1603,1,0,1,12,1
locust,Locust Shrine,b2,B2,0,2,orbital,normal,false,12,60,0.2,0,120,0,120,1585,1,130,1,12,1
locust,Locust Shrine,a4,A4,4,0,orbital,normal,false,13,60,0.2167,0,120,0,120,1937,1,0,1,13,1
locust,Locust Shrine,b4,B4,0,4,orbital,normal,false,12,60,0.2,0,120,0,120,1585,1,152,1,12,1
locust,Locust Shrine,split44,Split 4/4,4,4,orbital,normal,false,14,60,0.2333,0,120,0,120,2135,1,113,1,14,1
locust,Locust Shrine,a6,A6,6,0,orbital,normal,false,13,60,0.2167,0,120,0,120,1939,1,0,1,13,1
locust,Locust Shrine,b6,B6,0,6,orbital,normal,false,12,60,0.2,0,120,0,121,1589,1,154,1,12,1
locust,Locust Shrine,a6b4,A6+B4,6,4,orbital,normal,false,14,60,0.2333,0,120,0,120,2135,1,113,1,14,1
locust,Locust Shrine,a4b6,A4+B6,4,6,orbital,normal,false,14,60,0.2333,0,120,0,120,2133,1,113,1,14,1
requiem,Drowned Star Reliquary,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
requiem,Drowned Star Reliquary,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
watchfire,Watchfire Beacon,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
abyss,Abyss Gate,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
ember,Ember Lattice,base,Base,0,0,orbital,normal,false,30,60,0.5,0,120,0,122,17049,41,0,14,30,1
ember,Ember Lattice,a2,A2,2,0,orbital,normal,false,30,60,0.5,0,120,0,121,17327,20,0,14,30,1
ember,Ember Lattice,b2,B2,0,2,orbital,normal,false,50,60,0.8333,0,120,0,189,98944,104,86221,50,50,1
ember,Ember Lattice,a4,A4,4,0,orbital,normal,false,30,60,0.5,0,120,0,122,16961,19,0,14,30,1
ember,Ember Lattice,b4,B4,0,4,orbital,normal,false,54,60,0.9,0,120,0,190,119465,124,130014,54,54,1
ember,Ember Lattice,split44,Split 4/4,4,4,orbital,normal,false,56,60,0.9333,0,120,0,141,134010,99,159755,56,56,1
ember,Ember Lattice,a6,A6,6,0,orbital,normal,false,30,60,0.5,0,120,0,122,16995,19,0,14,30,1
ember,Ember Lattice,b6,B6,0,6,orbital,normal,false,54,60,0.9,0,120,0,121,119681,123,130561,54,54,1
ember,Ember Lattice,a6b4,A6+B4,6,4,orbital,normal,true,60,60,1,120,120,1,0,165092,112,259852,,1,
ember,Ember Lattice,a4b6,A4+B6,4,6,orbital,normal,false,56,60,0.9333,0,120,0,190,133990,98,163413,56,56,1
anchor,Phase Anchor,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
anchor,Phase Anchor,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,1,0,1,6,1
sunspear,Sunspear Battery,base,Base,0,0,orbital,normal,true,60,60,1,74,120,0.6167,46,163665,215,406902,1,2,0.1636
sunspear,Sunspear Battery,a2,A2,2,0,orbital,normal,false,21,60,0.35,0,120,0,122,5080,3,6933,1,21,1
sunspear,Sunspear Battery,b2,B2,0,2,orbital,normal,false,20,60,0.3333,0,120,0,121,4300,3,4208,1,20,1
sunspear,Sunspear Battery,a4,A4,4,0,orbital,normal,false,21,60,0.35,0,120,0,123,5055,3,6892,1,21,1
sunspear,Sunspear Battery,b4,B4,0,4,orbital,normal,false,13,60,0.2167,0,120,0,121,1864,1,2231,1,13,1
sunspear,Sunspear Battery,split44,Split 4/4,4,4,orbital,normal,false,19,60,0.3167,0,120,0,124,3723,2,5085,1,19,1
sunspear,Sunspear Battery,a6,A6,6,0,orbital,normal,false,21,60,0.35,0,120,0,123,5081,3,6934,1,21,1
sunspear,Sunspear Battery,b6,B6,0,6,orbital,normal,false,13,60,0.2167,0,120,0,121,1866,1,2233,1,13,1
sunspear,Sunspear Battery,a6b4,A6+B4,6,4,orbital,normal,false,19,60,0.3167,0,120,0,120,3727,2,5085,1,19,1
sunspear,Sunspear Battery,a4b6,A4+B6,4,6,orbital,normal,false,19,60,0.3167,0,120,0,120,3719,2,5077,1,19,1
flak,Flak Battery,base,Base,0,0,orbital,normal,false,30,60,0.5,0,120,0,124,17133,49,8232,17,30,1
flak,Flak Battery,a2,A2,2,0,orbital,normal,false,30,60,0.5,0,120,0,121,16828,25,8223,14,30,1
flak,Flak Battery,b2,B2,0,2,orbital,normal,true,60,60,1,120,120,1,0,163244,231,328287,,1,
flak,Flak Battery,a4,A4,4,0,orbital,normal,false,30,60,0.5,0,120,0,123,17378,18,8583,14,30,1
flak,Flak Battery,b4,B4,0,4,orbital,normal,true,60,60,1,120,120,1,0,160376,185,339329,,1,
flak,Flak Battery,split44,Split 4/4,4,4,orbital,normal,true,60,60,1,120,120,1,0,158804,145,364942,,1,
flak,Flak Battery,a6,A6,6,0,orbital,normal,false,30,60,0.5,0,120,0,121,17391,18,8609,14,30,1
flak,Flak Battery,b6,B6,0,6,orbital,normal,true,60,60,1,120,120,1,0,161246,186,338923,,1,
flak,Flak Battery,a6b4,A6+B4,6,4,orbital,normal,true,60,60,1,120,120,1,0,158804,151,356242,,1,
flak,Flak Battery,a4b6,A4+B6,4,6,orbital,normal,true,60,60,1,120,120,1,0,158816,151,361179,,1,
cinder,Cinder Mortar,base,Base,0,0,orbital,normal,false,30,60,0.5,0,120,0,123,16903,27,7766,17,30,1
cinder,Cinder Mortar,a2,A2,2,0,orbital,normal,false,30,60,0.5,0,120,0,120,16888,14,7784,14,30,1
cinder,Cinder Mortar,b2,B2,0,2,orbital,normal,true,60,60,1,120,120,1,0,158366,127,402542,,1,
cinder,Cinder Mortar,a4,A4,4,0,orbital,normal,false,30,60,0.5,0,120,0,124,17392,11,7694,14,30,1
cinder,Cinder Mortar,b4,B4,0,4,orbital,normal,true,60,60,1,120,120,1,0,158270,107,398899,,1,
cinder,Cinder Mortar,split44,Split 4/4,4,4,orbital,normal,true,60,60,1,120,120,1,0,158126,74,350601,,1,
cinder,Cinder Mortar,a6,A6,6,0,orbital,normal,false,30,60,0.5,0,120,0,122,17349,11,7738,14,30,1
cinder,Cinder Mortar,b6,B6,0,6,orbital,normal,true,60,60,1,120,120,1,0,158318,104,398284,,1,
cinder,Cinder Mortar,a6b4,A6+B4,6,4,orbital,normal,true,60,60,1,120,120,1,0,158114,79,355276,,1,
cinder,Cinder Mortar,a4b6,A4+B6,4,6,orbital,normal,true,60,60,1,120,120,1,0,158078,77,354220,,1,
gauss,Gauss Bastion,base,Base,0,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a2,A2,2,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b2,B2,0,2,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a4,A4,4,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b4,B4,0,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,split44,Split 4/4,4,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a6,A6,6,0,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,b6,B6,0,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a6b4,A6+B4,6,4,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
gauss,Gauss Bastion,a4b6,A4+B6,4,6,orbital,normal,false,6,60,0.1,0,120,0,120,255,0,0,1,6,1
pulse,Pulse Turret,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,121,16779,102,7781,14,30,1
pulse,Pulse Turret,a2,A2,2,0,reactor,normal,false,30,60,0.5,0,120,0,122,17106,62,7798,14,30,1
pulse,Pulse Turret,b2,B2,0,2,reactor,normal,false,30,60,0.5,0,120,0,124,17252,65,7924,17,30,1
pulse,Pulse Turret,a4,A4,4,0,reactor,normal,false,30,60,0.5,0,120,0,124,16744,61,7960,17,30,1
pulse,Pulse Turret,b4,B4,0,4,reactor,normal,false,30,60,0.5,0,120,0,122,17241,64,8058,17,30,1
pulse,Pulse Turret,split44,Split 4/4,4,4,reactor,normal,false,30,60,0.5,0,120,0,124,16720,46,7976,17,30,1
pulse,Pulse Turret,a6,A6,6,0,reactor,normal,false,30,60,0.5,0,120,0,120,17119,62,8292,14,30,1
pulse,Pulse Turret,b6,B6,0,6,reactor,normal,false,30,60,0.5,0,120,0,123,17290,64,8046,14,30,1
pulse,Pulse Turret,a6b4,A6+B4,6,4,reactor,normal,false,30,60,0.5,0,120,0,124,17061,47,8221,17,30,1
pulse,Pulse Turret,a4b6,A4+B6,4,6,reactor,normal,false,30,60,0.5,0,120,0,124,16760,46,7982,17,30,1
tesla,Tesla Coil,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,120,17083,63,8147,14,30,1
tesla,Tesla Coil,a2,A2,2,0,reactor,normal,false,30,60,0.5,0,120,0,122,17337,30,8482,14,30,1
tesla,Tesla Coil,b2,B2,0,2,reactor,normal,false,30,60,0.5,0,120,0,121,16683,28,8033,14,30,1
tesla,Tesla Coil,a4,A4,4,0,reactor,normal,false,30,60,0.5,0,120,0,122,17035,28,8300,14,30,1
tesla,Tesla Coil,b4,B4,0,4,reactor,normal,false,30,60,0.5,0,120,0,124,17048,30,8282,14,30,1
tesla,Tesla Coil,split44,Split 4/4,4,4,reactor,normal,false,30,60,0.5,0,120,0,120,17099,18,8532,14,30,1
tesla,Tesla Coil,a6,A6,6,0,reactor,normal,false,30,60,0.5,0,120,0,124,17325,30,8477,14,30,1
tesla,Tesla Coil,b6,B6,0,6,reactor,normal,false,30,60,0.5,0,120,0,124,16679,27,8082,14,30,1
tesla,Tesla Coil,a6b4,A6+B4,6,4,reactor,normal,false,30,60,0.5,0,120,0,120,16621,18,8121,14,30,1
tesla,Tesla Coil,a4b6,A4+B6,4,6,reactor,normal,false,30,60,0.5,0,120,0,120,17027,19,8422,14,30,1
cryo,Cryo Emitter,base,Base,0,0,reactor,normal,false,6,60,0.1,0,120,0,120,257,2,0,1,6,1
cryo,Cryo Emitter,a2,A2,2,0,reactor,normal,false,6,60,0.1,0,120,0,120,257,1,0,1,6,1
cryo,Cryo Emitter,b2,B2,0,2,reactor,normal,false,22,60,0.3667,0,120,0,121,6127,10,2914,1,22,1
cryo,Cryo Emitter,a4,A4,4,0,reactor,normal,false,6,60,0.1,0,120,0,120,257,1,0,1,6,1
cryo,Cryo Emitter,b4,B4,0,4,reactor,normal,false,22,60,0.3667,0,120,0,120,6201,10,2946,1,22,1
cryo,Cryo Emitter,split44,Split 4/4,4,4,reactor,normal,false,6,60,0.1,0,120,0,120,265,1,0,1,6,1
cryo,Cryo Emitter,a6,A6,6,0,reactor,normal,false,6,60,0.1,0,120,0,120,257,1,0,1,6,1
cryo,Cryo Emitter,b6,B6,0,6,reactor,normal,false,22,60,0.3667,0,120,0,120,6131,10,2910,1,22,1
cryo,Cryo Emitter,a6b4,A6+B4,6,4,reactor,normal,false,6,60,0.1,0,120,0,120,265,1,0,1,6,1
cryo,Cryo Emitter,a4b6,A4+B6,4,6,reactor,normal,false,6,60,0.1,0,120,0,120,265,1,0,1,6,1
rail,Railgun Post,base,Base,0,0,reactor,normal,false,30,60,0.5,0,120,0,124,17325,42,8914,14,30,1
rail,Railgun Post,a2,A2,2,0,reactor,normal,false,32,60,0.5333,0,120,0,121,23899,28,12442,6,32,1
rail,Railgun Post,b2,B2,0,2,reactor,normal,false,41,60,0.6833,0,120,0,121,55741,66,39336,40,41,1
rail,Railgun Post,a4,A4,4,0,reactor,normal,false,41,60,0.6833,0,120,0,120,55519,51,38561,6,41,1
